amount,hour_of_day,recent_transaction_count,velocity_1h,previous_chargebacks,failed_transaction_count,is_new_device,is_new_ip,distance_from_home,device_account_count,ip_account_count,avg_user_amount,is_fraud
32.1,12,6,2,0,0,0,0,11.3,0,3,15.13,0
31.71,18,3,0,0,0,0,0,19.4,3,1,13.0,0
9.01,19,3,1,0,0,0,0,30.6,0,1,7.37,0
34.08,19,2,0,0,0,0,0,2.0,2,0,7.97,0
72.66,3,7,7,3,3,1,0,497.5,7,4,8.46,1
13.84,15,4,0,0,1,0,0,1.7,2,0,34.42,0
46.13,15,0,1,0,0,0,0,29.6,0,1,11.66,0
69.61,17,5,2,0,0,0,0,101.3,2,2,38.2,0
176.51,4,10,6,1,3,1,1,808.1,9,2,27.0,1
34.38,10,2,2,0,1,0,0,75.0,2,5,33.48,0
21.03,10,2,2,1,0,0,0,13.6,1,2,29.65,0
33.73,18,1,1,0,0,0,0,28.4,1,4,44.67,0
25.24,19,3,0,0,0,0,0,236.1,3,1,8.69,0
35.64,16,0,0,0,1,0,0,20.2,1,1,15.14,0
8.67,14,2,0,0,0,0,0,89.7,1,1,6.83,0
50.73,18,1,0,0,2,0,0,15.5,2,0,15.5,0
30.41,9,1,2,0,0,0,0,101.1,2,4,7.05,0
422.45,12,9,5,0,5,1,0,179.7,7,3,12.68,1
11.02,11,3,1,0,0,0,0,103.0,1,1,25.83,0
39.41,21,3,0,0,0,0,0,4.3,1,2,15.7,0
10.0,4,4,4,0,0,1,1,226.6,5,3,351.08,0
12.36,18,0,0,0,0,0,0,76.9,1,1,2.67,0
312.69,1,9,4,1,3,1,1,745.4,8,5,25.94,1
38.17,19,0,3,0,1,0,1,66.9,1,3,58.71,0
10.52,18,4,2,0,0,0,0,41.8,0,3,20.5,0
17.44,16,2,1,0,0,0,0,82.9,3,1,10.45,0
8.54,14,2,1,0,0,0,0,22.7,0,3,28.96,0
49.33,16,8,3,1,3,1,1,481.7,3,7,30.02,1
7.08,9,3,0,0,0,0,0,23.7,1,3,33.26,0
7.16,10,1,3,0,0,0,0,55.2,0,1,12.4,0
7.82,12,2,2,0,0,0,0,53.0,1,2,23.13,0
154.8,13,1,2,0,0,0,0,119.1,0,0,39.49,0
14.69,15,0,1,0,1,0,0,14.9,2,1,36.08,0
336.06,13,6,6,0,1,0,0,28.7,3,5,9.91,0
17.88,14,1,1,0,0,1,0,6.6,2,3,33.91,0
7.5,16,0,3,0,0,0,0,2.3,0,0,2.14,0
19.31,10,2,1,1,1,0,0,166.4,0,3,84.92,0
54.01,15,0,0,0,1,0,0,31.0,1,0,6.31,0
13.84,10,4,0,0,0,0,0,32.5,0,0,4.61,0
57.79,12,2,2,0,0,1,0,92.0,2,2,19.91,0
44.69,9,1,1,0,0,0,0,30.7,2,2,29.05,0
80.55,18,3,4,0,0,0,1,61.7,1,4,5.12,0
31.91,15,2,1,0,0,0,0,3.3,1,2,16.07,0
38.38,16,2,1,0,1,0,1,9.4,0,3,78.49,0
34.22,12,3,2,0,1,0,0,26.8,1,1,14.61,0
101.06,12,0,5,0,2,0,0,31.6,2,0,14.03,0
63.42,18,3,0,0,0,0,0,67.2,1,0,7.71,0
29.48,10,1,0,0,0,0,0,0.6,1,2,10.8,0
36.28,20,4,0,0,1,0,0,25.3,2,0,11.15,0
6.17,15,2,2,0,0,0,0,30.5,1,2,28.49,0
12.92,18,0,1,0,0,0,0,43.3,0,1,62.65,0
20.87,15,3,0,0,0,0,0,123.8,2,2,21.36,0
7.89,15,7,2,0,0,0,0,6.1,1,1,16.22,0
110.74,22,4,1,0,1,0,0,71.9,1,4,16.0,0
28.55,17,3,4,0,0,0,0,114.8,1,2,39.3,0
38.33,10,2,0,0,1,0,0,90.6,0,0,14.42,0
218.62,16,4,1,0,0,1,0,29.8,1,1,117.73,0
7.66,17,1,4,0,0,0,0,9.2,2,6,57.82,0
27.36,17,2,1,0,0,0,0,56.5,2,1,27.27,0
58.75,20,1,0,0,0,0,0,39.1,0,0,16.63,0
18.16,11,0,1,1,0,0,0,26.8,0,3,54.42,0
33.13,12,4,0,0,1,0,0,80.9,4,1,49.21,0
18.89,10,3,2,0,0,0,1,332.6,4,4,11.87,1
19.07,15,5,3,0,1,0,1,55.2,3,5,51.69,0
23.75,8,1,4,0,0,0,0,8.6,1,3,64.55,0
344.95,23,8,4,3,9,1,1,77.9,1,6,55.2,1
11.21,16,1,1,0,1,0,0,33.3,2,3,10.69,0
16.74,8,3,1,0,0,0,0,154.3,1,1,33.0,0
24.32,10,1,0,0,0,0,0,4.2,0,2,51.93,0
10.7,11,2,1,0,0,0,0,49.5,3,0,7.72,0
74.28,17,3,1,0,0,0,0,4.3,0,3,36.64,0
103.5,14,0,2,0,0,0,0,95.8,1,0,133.83,0
22.62,11,1,2,0,0,0,1,62.1,1,1,7.89,0
29.79,12,0,1,0,0,0,0,67.8,1,5,6.87,0
8.18,17,2,1,0,0,0,0,27.2,2,2,42.43,0
148.06,15,3,1,0,2,0,0,35.6,2,1,25.21,0
12.59,19,1,1,0,2,0,0,68.5,1,1,68.89,0
33.1,19,2,1,0,0,0,0,32.6,1,1,27.83,0
36.78,9,1,1,0,0,0,0,74.9,0,1,126.05,0
80.07,12,1,1,0,0,0,0,8.8,1,0,55.42,0
27.46,12,1,2,0,0,0,0,51.4,3,2,8.77,0
49.58,18,3,3,0,1,1,0,57.6,4,2,36.47,0
27.2,19,4,3,1,0,0,0,50.0,0,2,96.55,0
36.97,8,3,2,0,0,0,0,64.0,2,2,13.56,0
17.73,16,0,0,0,1,1,0,16.4,0,2,23.27,0
17.65,16,0,0,0,0,0,0,37.1,2,3,23.54,0
48.03,15,0,1,0,0,0,0,22.0,0,2,71.28,0
39.9,14,2,0,0,0,0,0,14.7,0,2,33.05,0
8.4,17,3,0,0,0,0,0,109.9,1,3,27.21,0
40.46,18,1,0,1,0,0,0,7.3,2,1,31.9,0
5.26,18,2,2,0,0,0,0,27.3,1,2,20.25,0
124.52,14,0,1,0,0,0,1,24.7,1,0,46.09,0
8.66,19,1,0,0,0,0,0,32.9,1,4,60.37,0
57.7,20,2,3,0,0,1,0,79.8,0,1,54.14,0
34.0,11,2,0,0,0,1,0,20.4,0,1,12.72,0
45.46,17,2,3,0,0,0,0,58.6,2,2,128.9,0
11.74,12,4,1,0,1,0,0,37.0,3,0,5.0,0
57.14,14,3,1,0,1,0,0,9.0,1,2,24.83,0
3.96,14,0,1,0,0,0,0,36.1,0,2,22.25,0
29.61,11,0,0,0,0,0,0,115.2,1,1,23.96,0
11.61,12,2,2,0,0,0,1,144.0,3,3,10.45,0
41.34,10,5,1,0,1,0,0,43.2,3,1,16.53,0
20.96,12,4,3,0,0,0,0,51.7,2,0,76.52,0
13.61,10,2,2,0,0,0,0,22.1,0,2,19.71,0
19.01,9,2,0,0,0,0,0,10.6,1,4,53.99,0
2.95,17,0,2,0,1,0,1,83.9,1,1,33.54,0
10.7,20,1,2,0,0,0,0,5.7,1,1,248.56,0
179.86,1,3,4,1,3,0,1,101.6,3,4,32.93,0
10.78,13,2,1,0,0,1,0,59.4,1,1,26.19,0
14.53,20,3,1,0,0,0,0,44.1,0,2,23.84,0
115.28,14,2,0,0,0,0,0,0.4,1,1,106.36,0
45.28,17,2,0,0,0,1,0,106.9,0,1,12.71,0
49.08,19,1,1,0,0,0,0,60.8,0,1,27.51,0
17.91,11,1,1,0,1,0,0,7.0,0,3,29.77,0
32.37,12,0,1,0,2,0,0,97.4,2,2,26.68,0
6.27,14,2,1,0,1,0,0,63.3,2,3,50.01,0
27.62,21,1,0,0,1,0,0,12.7,0,1,14.43,0
33.7,14,4,5,0,3,0,0,78.0,3,0,18.15,0
130.74,14,2,0,0,0,0,0,130.8,1,1,41.48,0
218.01,8,2,5,0,0,0,0,265.9,2,5,9.43,0
7.2,16,0,1,0,1,1,0,17.3,0,1,19.75,0
27.46,9,0,3,0,0,0,0,56.9,0,3,27.55,0
56.73,11,1,0,0,0,0,0,12.7,2,2,27.23,0
9.04,16,1,1,0,0,0,0,106.5,0,2,13.49,0
105.41,19,4,2,0,0,0,0,163.4,2,3,21.61,0
11.23,17,1,0,1,0,0,0,44.1,2,2,61.91,0
6.28,14,2,3,0,0,0,0,99.5,0,3,26.6,0
37.72,16,1,2,0,1,0,0,14.8,0,2,7.79,0
47.0,13,1,0,0,0,0,0,47.3,0,3,13.64,0
24.56,9,1,1,0,0,0,0,51.8,1,2,65.56,0
3.77,19,2,0,0,0,0,0,31.0,1,0,11.51,0
43.73,13,2,0,0,0,0,0,18.3,1,1,6.88,0
31.65,10,2,0,0,0,0,0,61.8,1,0,8.94,0
70.06,20,8,5,2,2,1,0,50.0,5,9,19.44,1
13.66,20,3,2,0,0,0,0,78.1,0,1,21.64,0
35.27,10,4,4,0,0,0,0,16.1,0,2,15.7,0
11.66,13,1,0,0,0,0,0,110.7,1,2,40.93,0
60.95,14,1,2,0,0,0,0,6.0,0,0,37.87,0
56.06,18,0,2,0,0,0,0,27.2,3,1,15.99,0
30.32,10,3,2,0,0,0,0,33.9,0,0,36.4,0
7.26,17,2,2,0,0,0,1,44.6,2,2,50.48,0
23.88,12,1,1,0,1,0,0,16.5,0,3,32.05,0
32.48,14,1,2,0,0,0,0,22.0,0,1,47.58,0
1210.94,22,6,1,0,2,0,0,49.4,3,3,17.75,0
43.01,8,2,2,0,0,0,0,87.1,1,3,93.86,0
11.83,9,3,1,0,2,1,0,87.1,3,1,41.67,0
85.13,10,4,0,0,0,0,0,78.0,0,3,11.45,0
22.06,9,2,0,0,0,0,0,17.9,1,1,38.41,0
72.68,18,3,3,0,4,0,0,10.0,2,6,84.46,0
18.05,17,1,3,0,0,0,0,31.7,2,0,54.88,0
134.95,12,2,2,0,1,0,0,21.3,0,1,6.6,0
31.91,17,2,1,0,0,0,0,27.4,0,1,76.17,0
97.15,20,1,2,0,0,0,0,9.1,1,2,11.64,0
40.9,8,4,0,0,0,0,0,28.2,4,1,30.25,0
26.16,10,5,1,0,0,0,0,58.4,0,1,82.93,0
9.14,15,4,3,1,2,0,0,42.3,2,2,20.45,1
239.34,23,9,4,1,3,0,1,85.4,3,1,116.45,0
54.16,20,2,0,0,0,0,0,4.2,1,1,27.82,0
30.73,17,1,2,0,1,0,0,21.3,2,1,88.91,0
20.14,19,1,0,0,0,0,0,2.0,0,1,72.38,0
74.32,17,0,1,0,0,0,0,34.6,0,2,2.34,0
113.53,3,7,5,0,2,1,1,431.5,2,5,24.96,1
80.49,9,1,1,0,0,0,0,47.1,0,0,57.74,0
11.15,14,1,0,0,0,0,0,20.9,2,4,6.61,0
14.08,20,3,3,0,0,0,0,18.0,0,1,6.8,0
173.45,8,2,1,0,0,0,0,31.1,1,0,13.19,0
35.49,17,3,1,1,2,0,0,127.8,0,2,38.83,0
42.64,14,0,2,0,0,0,0,5.5,0,4,50.18,0
16.0,10,2,0,0,1,0,0,30.3,1,4,44.79,0
23.7,18,2,0,0,2,0,0,2.2,3,2,8.24,0
100.09,11,2,2,0,0,0,0,4.6,1,2,13.52,0
44.89,15,4,0,0,0,0,0,88.2,0,0,46.99,0
23.76,17,1,2,0,1,0,0,37.1,0,1,84.92,0
134.91,17,3,2,0,0,0,0,34.8,1,4,4.23,0
14.88,19,2,0,0,1,0,0,71.8,0,3,58.78,0
25.16,10,4,1,0,0,0,0,22.5,2,2,8.45,0
74.69,12,3,1,0,0,0,0,23.6,0,2,44.72,0
70.84,14,2,1,0,0,0,0,44.9,0,0,136.68,0
50.33,3,6,5,1,3,1,1,50.0,5,4,6.43,1
81.3,19,3,0,0,0,0,0,4.0,1,2,9.2,0
16.99,19,3,0,1,0,0,0,64.0,2,4,10.57,1
12.93,17,6,1,0,0,0,0,38.5,2,0,3.26,0
62.74,13,4,2,0,1,0,0,17.8,1,0,7.58,0
9.95,14,1,2,0,0,0,0,4.5,1,4,18.05,0
150.61,21,2,1,0,0,0,0,35.6,2,3,152.01,0
24.26,14,2,1,0,0,0,0,54.0,2,2,43.6,0
16.69,11,0,3,0,1,0,0,47.3,0,2,182.34,0
11.36,9,0,1,0,0,0,0,62.7,2,0,12.54,0
35.18,15,4,5,0,0,0,0,88.5,0,2,7.13,0
10.55,19,1,1,0,0,0,0,24.7,2,0,6.34,0
162.02,18,1,0,0,0,0,0,41.1,0,3,34.13,0
21.02,18,1,1,0,1,0,1,33.1,3,1,24.24,0
12.03,17,1,0,0,0,0,0,82.6,0,2,24.74,0
51.36,12,3,0,0,0,0,1,8.0,0,0,43.52,0
18.1,15,0,0,0,0,0,0,9.5,3,4,37.01,0
9.91,19,1,3,0,0,0,0,73.0,1,1,7.06,0
8.34,17,3,1,0,0,0,0,25.2,2,0,10.99,0
27.9,10,3,0,0,0,0,0,2.5,1,0,55.53,0
56.65,9,2,2,0,0,0,0,35.9,1,0,23.54,0
122.02,16,2,0,0,1,0,0,30.9,0,3,3.15,0
52.67,20,1,0,0,0,0,0,33.3,2,0,5.24,0
13.32,9,1,1,1,1,0,0,114.1,1,1,117.74,0
53.79,9,1,1,0,0,0,1,54.7,0,2,40.59,0
10.11,18,3,4,0,0,0,0,0.8,2,1,9.93,0
83.85,11,1,1,0,0,0,0,35.5,2,1,7.54,0
6.5,19,1,1,0,0,0,0,65.3,2,2,58.88,0
73.28,11,1,0,0,0,0,0,16.2,1,3,47.39,0
20.81,15,1,0,0,0,0,0,60.3,3,1,196.38,0
32.24,18,0,2,0,0,0,0,17.2,1,0,15.3,0
35.09,12,2,0,0,0,0,0,24.4,2,1,20.28,0
19.94,8,1,1,0,0,0,0,26.3,1,0,255.01,0
86.07,22,4,2,0,2,1,1,165.4,2,5,29.09,0
25.12,8,3,2,0,0,0,0,42.2,1,6,388.98,0
36.94,10,2,3,0,1,0,0,129.4,5,0,25.68,0
176.2,9,5,4,0,2,0,1,36.2,1,4,15.66,0
45.13,9,3,1,0,1,0,0,15.2,1,0,121.26,0
7.99,9,4,0,0,1,0,0,66.6,2,1,35.39,0
22.38,0,11,2,0,0,0,0,57.5,2,3,18.44,0
17.52,19,0,1,0,0,0,0,62.6,1,0,20.47,0
40.24,12,3,1,0,0,0,0,93.4,1,1,15.87,0
22.48,14,2,2,0,0,0,0,19.0,1,2,87.35,0
18.0,12,0,1,0,0,0,0,66.1,2,1,42.73,0
79.83,21,7,3,1,1,0,0,98.6,1,3,18.22,0
24.11,21,3,1,0,0,0,0,19.7,3,1,7.85,0
14.52,11,4,1,0,0,0,0,5.4,0,0,5.03,0
66.16,20,5,4,0,1,0,1,408.3,1,4,15.77,0
48.08,20,2,2,0,0,0,0,58.1,1,1,21.01,0
115.13,9,8,1,1,2,0,0,105.0,2,1,22.03,0
33.99,20,2,1,0,0,0,0,10.8,5,0,45.92,0
82.68,12,3,0,0,0,0,0,135.3,3,1,10.85,0
51.39,4,7,5,1,4,1,1,73.1,4,8,24.69,1
143.8,20,2,0,0,0,0,0,5.9,2,1,23.62,0
10.0,20,5,5,0,1,0,1,329.5,2,5,34.72,0
12.85,19,2,3,0,1,0,0,76.4,2,2,7.13,0
29.08,11,3,1,0,2,0,0,7.9,1,1,3.68,0
22.04,8,2,0,0,0,0,0,111.7,2,1,63.06,0
55.48,9,1,0,0,0,0,0,13.5,0,0,160.29,0
20.77,11,3,1,0,0,0,0,19.4,0,2,11.29,0
34.76,14,2,0,0,1,0,0,66.4,3,1,10.1,0
121.72,14,1,2,0,1,0,0,112.5,1,2,9.82,0
82.35,19,3,2,0,0,0,0,10.7,2,0,22.21,0
24.4,14,4,0,0,0,0,0,1.1,4,0,191.35,0
88.27,19,4,1,0,0,0,0,89.4,0,2,13.06,0
19.79,16,3,0,0,0,0,0,31.6,2,1,10.59,0
13.88,19,1,4,0,1,1,0,39.7,1,0,7.87,0
21.04,12,1,1,0,2,0,0,10.7,2,0,46.66,0
126.24,15,2,1,0,0,0,0,28.9,1,3,35.73,0
14.76,12,2,1,0,1,0,0,27.9,3,1,112.93,0
34.99,19,1,0,0,1,0,0,209.9,3,1,41.43,0
30.93,9,1,2,0,1,0,0,7.2,0,1,59.8,0
32.46,11,1,0,0,0,0,0,70.4,0,4,88.02,0
39.64,20,6,1,0,0,0,0,45.5,0,1,52.39,0
67.75,19,1,0,0,1,0,0,49.4,1,1,42.88,0
14.13,17,0,0,0,0,0,0,6.0,2,4,12.43,0
45.13,9,1,1,0,1,0,0,11.6,1,2,12.25,0
71.99,17,2,0,0,3,0,0,35.6,1,0,29.31,0
650.31,16,7,3,0,3,1,0,115.6,1,4,13.84,0
19.79,13,1,1,0,1,0,0,80.0,4,1,40.15,0
14.69,10,3,1,0,1,0,0,81.9,1,2,20.78,0
39.35,11,5,2,0,0,0,0,42.0,2,2,6.23,0
220.85,11,2,1,0,0,0,0,0.5,2,1,24.12,0
44.0,19,3,1,0,0,0,0,10.6,1,0,7.93,0
17.17,12,5,0,0,0,0,0,101.7,3,1,31.86,0
22.0,16,2,1,0,0,0,0,61.6,1,3,15.79,0
10.19,13,0,0,0,0,0,0,36.2,0,0,52.77,0
49.66,19,4,1,0,0,0,0,139.2,1,2,17.04,0
6.28,18,0,0,0,0,0,0,104.4,1,1,100.23,0
9.2,13,5,1,0,0,0,0,89.9,0,2,33.97,0
9.41,16,3,0,0,0,0,0,8.6,2,0,8.56,0
21.62,10,0,1,0,1,0,0,41.5,1,0,7.53,0
26.46,17,2,1,0,0,1,0,5.3,0,3,18.45,0
27.11,12,2,0,0,0,0,0,40.9,2,0,16.4,0
55.48,21,6,1,0,0,0,0,171.4,3,5,27.6,0
17.19,10,0,0,0,1,0,0,16.2,0,1,16.5,0
38.16,21,1,0,0,0,0,0,18.9,2,2,10.15,0
84.09,8,4,3,0,0,0,0,165.9,2,1,17.19,0
206.01,21,1,2,0,0,0,0,13.3,2,0,109.6,0
23.45,9,1,0,0,1,0,0,54.9,0,1,8.25,0
37.52,22,4,4,0,3,0,1,563.3,2,2,86.44,0
23.95,12,2,1,0,0,0,0,91.7,3,2,19.32,0
384.63,9,5,3,1,2,1,0,16.2,4,4,74.17,0
9.88,18,0,1,0,0,0,0,12.7,0,0,30.03,0
33.39,10,0,0,0,0,0,0,21.3,0,1,32.28,0
5.88,9,1,2,0,0,0,0,22.5,1,1,12.19,0
6.65,9,1,1,0,0,0,0,66.6,0,2,45.23,0
13.26,5,7,3,0,3,1,0,317.1,4,3,49.76,0
20.17,16,3,2,0,0,1,0,13.2,1,2,38.44,0
2.99,19,3,2,0,0,0,0,61.3,3,3,9.71,0
3.4,14,4,1,0,1,0,0,0.3,2,2,54.49,0
28.62,20,1,1,0,1,0,0,200.2,3,2,55.52,0
34.7,20,2,1,0,0,0,0,137.7,1,1,6.0,0
40.77,17,1,2,0,0,0,0,215.6,0,1,70.78,0
21.85,8,2,0,0,1,0,0,53.7,0,3,94.74,0
844.52,23,11,5,0,5,1,0,1157.3,7,6,30.63,1
28.17,12,5,0,0,0,0,0,24.1,1,1,12.44,0
19.21,16,2,5,0,0,0,0,100.1,3,2,14.2,0
53.7,12,0,0,0,1,0,0,86.1,0,0,22.06,0
30.12,13,2,2,0,0,0,0,80.4,0,2,23.22,0
26.14,17,2,2,1,0,0,0,5.2,1,0,10.36,0
43.18,19,0,1,1,0,0,0,16.2,0,1,12.11,0
154.87,17,9,7,3,4,0,0,73.1,1,8,45.39,1
26.1,22,5,4,0,1,0,0,424.5,1,1,15.08,0
21.74,10,1,0,0,0,0,0,33.1,3,0,14.11,0
4.19,15,0,0,0,0,0,0,5.3,1,4,39.22,0
27.46,19,0,3,0,1,0,0,13.5,5,1,34.61,0
34.16,10,1,0,0,1,0,0,96.4,1,1,14.56,0
31.36,18,2,0,0,0,0,0,4.6,1,2,15.19,0
92.31,21,1,1,0,0,0,0,97.1,1,3,11.31,0
38.61,19,0,9,1,2,0,0,335.9,4,4,13.41,0
76.26,17,1,1,0,0,0,0,28.8,1,3,34.19,0
21.68,18,1,0,1,0,0,0,72.1,3,2,27.37,0
6.47,13,1,0,0,0,0,0,8.4,2,4,58.16,0
398.32,1,3,4,0,2,1,1,93.0,5,4,162.3,0
27.18,17,4,1,0,1,0,0,4.6,1,3,6.42,0
5.25,19,3,2,1,0,0,0,81.1,1,1,24.03,0
16.24,19,1,2,0,0,0,0,76.3,0,1,38.92,0
16.52,10,4,0,0,0,0,0,19.2,0,1,8.46,0
36.81,12,2,1,0,0,0,0,0.5,2,4,18.23,0
20.81,13,2,2,0,0,0,0,26.2,1,2,7.43,0
43.33,19,0,0,0,0,0,0,160.4,0,0,67.39,0
1.36,11,1,0,0,0,0,0,21.1,2,0,40.1,0
26.19,15,3,1,0,0,0,0,77.7,3,2,13.17,0
31.42,18,1,4,0,0,0,0,12.2,0,2,12.99,0
58.83,10,5,3,0,2,1,0,67.7,1,5,32.7,0
74.36,21,1,1,0,0,0,1,27.2,1,1,21.16,0
64.36,10,3,0,0,0,0,0,48.8,2,1,84.36,0
144.78,10,1,2,0,0,0,0,70.0,4,1,59.62,0
59.87,12,2,3,0,0,0,0,31.0,1,2,18.33,0
30.88,11,1,4,0,0,0,0,115.9,2,2,20.18,0
62.34,16,2,2,0,0,0,0,75.5,2,1,14.94,0
76.27,12,3,4,0,0,0,0,30.9,1,2,13.92,0
23.16,21,6,1,0,0,0,0,20.8,1,2,196.83,0
14.61,0,10,5,0,2,0,0,650.9,7,9,22.93,1
6.6,12,2,0,0,2,0,0,55.8,1,3,12.55,0
4.2,13,3,2,0,0,0,0,34.8,1,0,62.96,0
27.54,14,1,2,0,0,0,1,10.5,2,2,3.81,0
14.65,10,0,2,0,0,0,0,248.0,0,0,7.16,0
26.61,13,2,0,0,2,0,0,33.0,1,2,4.58,0
17.92,16,2,0,0,2,0,0,9.6,1,1,12.07,0
18.59,15,4,0,0,0,0,0,138.7,0,2,40.97,0
10.14,9,3,1,0,1,0,0,63.8,3,1,17.75,0
7.96,15,1,3,0,1,0,0,66.6,0,3,15.17,0
116.94,12,3,1,0,0,0,0,35.0,1,2,104.98,0
529.01,15,4,4,0,3,0,1,108.0,2,1,10.69,0
153.43,7,4,4,1,0,0,1,550.3,6,2,43.35,0
5.72,15,3,3,0,1,0,0,35.0,2,0,20.24,0
20.44,13,0,1,0,0,0,0,16.9,1,0,26.3,0
102.1,21,9,6,3,5,0,1,481.8,7,4,81.81,1
170.73,13,7,8,0,3,1,0,256.4,1,3,7.36,0
69.63,17,4,2,1,2,0,1,195.1,2,3,263.58,0
11.29,21,3,0,0,0,0,0,21.4,1,2,43.0,0
660.31,1,7,6,0,1,1,1,41.4,6,1,41.31,0
9.79,18,0,1,0,0,0,0,166.0,1,0,75.27,0
42.91,19,4,1,0,0,0,0,51.3,0,3,94.2,0
173.68,20,4,0,0,1,0,0,27.4,2,0,19.02,0
36.28,15,0,1,0,0,0,0,40.5,3,0,10.1,0
20.32,16,3,2,0,2,0,1,193.1,1,3,44.95,0
15.76,13,2,0,0,0,0,0,32.0,0,1,127.68,0
28.25,17,1,0,0,1,0,0,52.2,1,4,26.12,0
126.51,21,4,1,0,0,0,0,1.6,0,0,31.14,0
28.15,16,1,2,0,0,0,0,4.2,0,2,31.72,0
8.27,14,2,0,0,0,0,0,53.2,3,1,222.32,0
23.02,9,1,1,0,1,0,0,1.4,0,3,17.35,0
8.59,11,3,0,0,0,0,0,6.1,0,3,35.22,0
23.83,17,1,0,0,0,0,0,86.7,2,1,42.86,0
170.38,9,4,2,0,4,1,1,10.0,1,5,60.94,0
12.67,18,4,0,0,0,0,0,73.8,2,2,6.73,0
6.13,11,3,1,0,0,0,0,22.6,3,2,71.75,0
9.98,14,3,2,0,0,0,0,45.9,2,1,12.68,0
23.77,16,1,1,0,0,0,0,100.3,0,0,18.98,0
340.42,0,1,0,2,2,0,0,65.8,1,4,6.72,0
12.98,17,3,1,0,0,0,0,72.3,4,3,29.71,0
8.75,15,0,1,0,0,0,0,128.6,0,1,8.98,0
11.92,15,3,2,0,0,0,0,69.3,1,3,42.33,0
12.85,15,1,0,0,0,0,0,15.8,0,1,62.27,0
76.25,9,3,1,0,0,0,0,11.0,1,0,11.11,0
84.19,14,3,0,0,0,0,1,2.5,2,1,13.39,0
16.43,15,0,1,0,0,0,0,29.0,1,3,104.63,0
1.91,16,4,0,0,0,0,0,13.9,1,1,10.83,0
4.73,11,2,0,0,1,0,0,145.1,0,1,18.71,0
15.11,8,2,1,0,0,0,0,90.9,3,2,15.47,0
50.92,8,4,1,0,1,0,0,133.7,1,0,120.81,0
12.03,19,0,0,0,0,0,0,30.1,1,2,7.22,0
22.53,20,1,0,0,1,0,0,116.1,2,3,11.43,0
20.34,14,3,0,0,0,0,0,58.8,1,3,45.73,0
11.71,9,0,1,0,0,0,0,167.2,2,1,48.18,0
26.26,20,3,1,0,0,0,0,76.1,0,1,6.24,0
124.84,22,10,3,0,5,1,1,86.8,6,3,143.78,1
87.72,18,8,6,3,6,1,0,185.8,4,5,31.91,1
41.51,14,1,1,0,0,0,0,30.3,1,1,12.07,0
32.16,11,4,2,0,0,0,0,10.2,0,0,31.02,0
20.46,18,1,0,0,1,0,0,16.4,2,3,56.19,0
26.6,19,2,1,0,0,0,0,81.4,2,2,5.37,0
201.97,15,3,7,0,1,0,1,262.6,0,3,34.2,0
226.0,17,2,0,0,0,0,0,24.1,3,2,49.13,0
6.97,11,5,0,0,1,0,0,2.2,1,1,11.66,0
33.14,21,2,0,1,0,1,0,127.7,2,1,28.1,0
18.65,14,3,3,0,1,1,0,7.1,0,4,14.58,0
16.5,15,2,2,0,0,1,0,15.2,0,2,112.38,0
65.07,9,2,2,0,0,0,0,67.8,2,0,2.09,0
6.26,18,2,0,0,0,0,1,21.3,1,1,21.25,0
22.05,14,1,0,0,1,1,0,17.1,0,1,20.56,0
291.2,17,7,6,1,4,0,1,692.4,6,2,41.29,1
32.91,16,3,3,0,0,0,0,14.3,2,0,26.62,0
15.45,17,2,1,0,1,0,0,6.5,1,1,24.42,0
97.92,17,4,5,3,3,0,1,86.1,4,4,9.78,1
5.41,18,2,0,0,0,0,0,98.2,3,1,9.4,0
6.91,19,2,1,0,0,0,0,4.5,2,1,62.5,0
5.59,17,0,1,0,0,0,0,16.9,2,3,107.77,0
50.57,13,0,2,0,0,0,0,170.5,1,1,75.84,0
5.15,11,1,2,1,0,0,1,112.8,3,3,19.51,0
113.32,18,2,1,0,0,0,0,57.3,1,2,39.11,0
47.22,9,1,1,0,0,0,0,51.5,1,1,114.11,0
20.57,10,3,0,1,1,0,0,118.4,1,1,86.07,0
132.87,2,4,4,1,1,0,1,25.0,2,0,7.52,0
62.8,10,1,1,0,0,0,0,0.6,1,3,47.95,0
4.97,10,2,0,0,1,0,0,51.3,1,1,14.94,0
118.82,12,3,1,0,0,0,0,0.4,0,0,18.79,0
27.71,16,0,3,0,0,0,0,95.7,3,3,148.64,0
30.47,12,1,0,0,0,0,0,47.4,1,1,38.93,0
42.9,9,1,0,0,0,0,0,33.0,0,2,22.49,0
3.55,18,1,1,1,0,0,0,1.2,1,1,16.95,0
1.69,13,1,0,0,0,0,0,51.6,1,2,110.46,0
62.64,19,1,2,0,0,0,0,11.1,3,1,38.78,0
26.66,14,2,1,0,0,0,0,56.4,1,0,11.94,0
127.23,15,1,3,0,0,0,0,323.3,0,2,26.97,0
5.73,18,1,2,0,0,0,0,24.1,0,0,18.53,0
12.85,8,2,0,0,0,0,0,19.4,0,4,72.66,0
36.09,9,1,1,0,0,0,0,38.7,1,1,10.28,0
24.28,8,1,1,0,0,0,0,120.7,1,0,9.75,0
31.29,18,3,2,0,0,0,1,65.5,1,3,32.48,0
9.76,9,4,1,0,0,0,1,4.1,2,6,91.28,0
463.85,23,11,7,0,3,0,1,1130.7,6,5,32.62,1
23.25,18,1,0,0,0,0,0,12.1,3,0,100.36,0
