amount,hour_of_day,is_night,recent_transaction_count,velocity_1h,previous_chargebacks,failed_transaction_count,is_new_device,is_new_ip,distance_from_home,device_account_count,ip_account_count,amount_deviation,is_fraud
107.06,7,0,4,8,1,0,0,1,179.9,6,1,2.271,0
13.57,11,0,3,2,1,0,0,0,44.3,1,2,0.435,0
42.31,16,0,0,3,0,0,0,0,25.7,1,1,4.128,0
183.22,22,0,3,6,0,2,1,1,278.8,3,3,15.157,0
25.11,12,0,1,1,0,0,0,0,35.8,2,1,0.895,0
31.16,13,0,2,2,0,0,0,0,37.3,2,2,1.996,0
29.38,14,0,2,1,0,0,0,0,14.9,3,1,3.398,0
24.72,20,0,1,6,0,0,1,1,235.7,4,1,0.543,0
47.07,19,0,4,4,0,0,0,0,53.0,1,2,0.795,0
37.59,18,0,1,3,0,1,0,0,52.8,4,1,1.427,0
28.44,13,0,5,6,1,1,0,0,231.2,1,2,0.640,0
635.46,23,1,5,5,2,9,1,1,412.2,7,2,26.761,1
25.73,12,0,1,1,0,1,0,0,1.4,1,1,0.679,0
62.78,19,0,0,1,0,0,0,0,172.5,2,3,0.704,0
47.40,13,0,1,1,0,0,0,0,41.7,4,5,0.752,0
5.41,14,0,4,4,0,0,0,0,37.3,1,2,0.865,0
12.87,15,0,3,4,0,1,0,0,109.1,1,1,0.750,0
95.27,15,0,5,1,0,0,0,0,5.0,4,1,1.069,0
29.34,15,0,4,4,0,1,0,0,84.5,2,1,0.578,0
19.81,9,0,1,1,0,0,0,0,86.3,1,1,0.579,0
79.70,15,0,1,1,0,0,0,0,129.0,1,2,0.134,0
13.34,20,0,5,5,0,0,0,0,22.8,1,2,0.857,0
156.08,13,0,6,5,2,1,1,1,234.0,4,3,1.850,0
92.06,18,0,4,2,0,1,0,0,9.5,1,1,11.876,0
59.78,11,0,1,1,0,0,1,0,23.5,2,2,0.993,0
31.80,18,0,3,2,0,0,0,0,11.6,1,2,0.725,0
26.12,19,0,1,1,1,1,0,0,22.2,4,1,0.159,0
51.64,9,0,2,2,0,0,0,0,115.3,1,2,3.965,0
15.71,17,0,0,2,0,1,0,0,25.5,1,1,0.328,0
1.71,9,0,3,1,0,0,0,0,6.7,1,1,0.957,0
88.95,15,0,4,1,0,0,0,0,58.4,1,1,3.358,0
38.26,17,0,2,2,0,0,0,0,20.1,1,3,6.046,0
31.01,10,0,2,1,0,0,0,0,1.0,2,1,0.635,0
6.38,20,0,1,1,0,1,0,0,21.2,2,1,0.981,0
64.22,23,1,5,5,1,3,0,1,78.3,1,1,4.069,0
66.22,19,0,1,1,0,0,0,0,190.8,2,3,2.745,0
6.16,20,0,2,2,0,0,0,0,19.8,6,3,0.052,0
11.72,18,0,1,1,0,0,0,0,34.9,2,2,0.829,0
7.58,10,0,2,2,0,0,0,0,25.4,1,1,0.796,0
68.39,23,1,4,1,0,1,0,1,237.7,1,3,8.280,0
37.92,12,0,2,1,0,1,0,0,100.4,1,1,2.881,0
31.16,12,0,2,1,1,0,0,0,184.0,2,4,0.510,0
15.75,18,0,2,2,0,0,0,0,121.8,3,1,0.496,0
13.36,17,0,2,1,0,0,0,0,1.2,1,1,0.437,0
111.74,13,0,3,1,0,0,0,0,76.4,1,4,3.977,0
6.85,12,0,1,2,0,0,0,0,15.7,1,1,0.666,0
8.95,10,0,4,1,0,0,0,0,41.2,1,2,0.580,0
24.88,13,0,1,1,0,0,0,0,226.5,2,1,1.215,0
55.22,15,0,1,1,0,1,0,0,95.6,2,2,0.981,0
110.18,11,0,5,5,0,0,0,0,4.7,1,1,8.707,0
103.79,8,0,0,0,0,1,0,0,20.9,1,2,14.445,0
27.68,20,0,0,0,0,0,0,0,3.1,2,3,2.710,0
73.29,10,0,4,4,0,0,0,0,12.5,1,2,6.396,0
17.49,21,0,0,1,0,1,0,0,56.0,2,1,0.779,0
28.62,15,0,4,4,0,0,0,0,16.6,1,1,0.695,0
36.79,11,0,5,5,0,1,0,0,177.3,2,1,1.705,0
15.51,15,0,0,2,0,1,0,0,29.9,1,1,0.032,0
49.17,13,0,4,2,0,0,0,0,31.3,1,1,0.061,0
27.83,9,0,1,1,0,0,0,0,27.3,2,2,0.335,0
57.38,9,0,3,2,0,2,0,1,129.5,4,3,0.901,0
60.17,12,0,5,3,0,0,0,0,60.5,3,1,2.852,0
9.39,11,0,3,1,0,0,0,0,3.5,1,2,0.738,0
63.10,18,0,1,1,0,0,0,0,33.3,1,3,16.240,0
161.11,16,0,0,5,0,2,1,1,167.8,6,2,3.583,0
51.50,20,0,3,7,0,0,0,0,67.9,2,3,5.941,0
19.85,13,0,2,2,0,0,0,0,29.0,1,1,0.659,0
66.98,11,0,2,1,0,0,0,0,6.3,1,3,0.492,0
19.11,10,0,1,1,0,0,0,0,111.7,2,1,0.099,0
207.07,23,1,10,7,4,1,1,1,386.1,7,4,2.292,1
19.28,10,0,5,1,0,1,0,0,0.6,1,1,1.966,0
13.83,19,0,5,2,1,1,0,0,25.2,1,1,0.733,0
4.80,11,0,2,2,0,0,0,0,9.7,2,2,0.802,0
49.73,19,0,3,2,0,0,0,0,18.2,3,2,1.814,0
25.13,14,0,0,1,0,0,0,0,123.7,3,1,0.426,0
11.33,15,0,2,1,0,1,0,0,156.4,1,1,0.595,0
37.92,11,0,1,1,0,0,0,0,9.0,2,2,0.342,0
44.30,20,0,3,3,0,1,0,0,7.6,3,4,2.735,0
13.77,16,0,3,3,0,0,0,0,57.6,1,2,0.494,0
12.84,11,0,5,5,0,1,0,0,7.9,2,2,0.793,0
12.37,12,0,2,1,0,0,0,0,112.8,1,1,0.136,0
25.46,11,0,3,1,0,1,0,0,21.8,2,2,0.667,0
17.52,16,0,4,2,0,0,0,1,61.1,1,1,0.665,0
69.17,14,0,0,1,0,0,0,0,5.3,1,1,2.063,0
5.39,9,0,0,2,0,0,0,0,186.3,1,4,0.858,0
40.41,12,0,3,2,0,0,0,0,3.4,1,1,1.288,0
13.65,11,0,3,3,0,0,0,0,0.4,1,2,1.763,0
119.64,17,0,2,1,0,1,0,0,21.9,1,2,3.673,0
22.18,14,0,0,2,0,1,0,0,5.7,1,1,0.499,0
24.26,9,0,1,1,0,0,0,0,123.0,1,3,0.467,0
60.50,9,0,2,2,0,0,0,0,110.8,1,1,2.941,0
34.78,10,0,3,3,0,0,0,0,20.8,1,1,0.523,0
39.77,14,0,3,1,0,0,0,0,40.5,1,1,0.096,0
38.35,8,0,2,2,0,0,0,0,33.4,2,1,0.373,0
441.39,4,1,6,3,0,0,0,0,55.8,1,2,91.924,0
15.19,14,0,2,2,0,0,0,0,83.3,2,1,0.904,0
25.24,14,0,2,1,0,0,0,0,151.4,2,1,0.713,0
127.54,2,1,9,9,0,0,0,0,92.3,3,4,6.454,0
4.98,13,0,1,1,0,0,0,0,11.4,1,1,0.854,0
7.65,21,0,2,2,0,0,0,0,5.1,2,1,0.177,0
12.75,12,0,1,1,0,1,0,1,12.8,1,1,0.346,0
12.69,11,0,0,1,0,0,0,0,60.6,1,1,0.482,0
20.26,15,0,2,3,0,0,0,0,26.7,1,2,0.479,0
39.19,14,0,1,5,0,0,0,0,19.7,1,1,1.181,0
50.84,20,0,3,1,0,0,0,0,178.1,1,1,1.353,0
21.04,20,0,1,1,0,0,0,0,57.7,1,2,1.302,0
37.77,21,0,2,1,0,0,0,0,15.6,1,3,2.835,0
22.62,19,0,1,2,0,0,0,0,110.1,1,3,0.422,0
34.37,20,0,1,2,0,0,0,0,20.8,1,2,1.222,0
161.90,5,1,5,2,2,1,1,0,237.4,2,1,0.454,0
40.08,14,0,1,1,0,0,0,0,5.3,2,4,8.027,0
1.90,17,0,1,1,0,0,0,0,14.9,2,2,0.984,0
6.21,16,0,0,2,0,0,0,0,91.3,2,3,0.921,0
126.56,18,0,0,0,0,0,0,0,123.6,1,4,5.878,0
44.95,11,0,3,1,0,0,0,0,124.5,1,1,1.073,0
17.79,10,0,2,2,0,0,1,0,19.5,2,2,0.133,0
9.43,15,0,2,2,0,0,0,0,239.9,1,1,0.050,0
16.88,20,0,3,5,1,0,0,0,53.5,1,6,0.089,0
21.34,20,0,3,1,0,0,0,0,152.0,1,1,0.880,0
70.46,20,0,3,3,0,0,0,0,3.9,1,6,0.489,0
11.52,19,0,0,0,0,0,0,0,94.1,1,2,0.629,0
91.55,13,0,1,1,0,0,0,0,28.8,2,1,3.150,0
12.04,11,0,2,1,0,0,0,0,1.7,1,1,0.374,0
36.00,11,0,2,2,0,0,0,0,1.9,6,2,0.640,0
14.53,10,0,3,1,0,0,0,0,95.3,2,2,0.102,0
189.23,20,0,4,6,0,3,0,0,133.7,1,1,7.692,0
22.49,11,0,1,1,0,0,0,0,39.9,2,1,1.416,0
194.14,18,0,0,0,0,1,0,0,4.4,1,1,21.289,0
13.60,18,0,2,2,1,0,0,0,56.4,4,1,1.274,0
525.17,0,1,10,9,1,6,0,1,92.9,3,6,15.139,1
23.43,20,0,0,0,0,0,0,0,3.7,1,1,0.397,0
20.62,17,0,3,3,0,0,0,0,69.2,1,1,0.630,0
27.57,19,0,3,1,0,0,0,0,279.6,1,3,0.603,0
10.81,13,0,0,2,0,0,0,0,30.5,1,2,0.637,0
35.24,11,0,3,1,0,1,0,0,132.6,2,2,0.830,0
13.65,18,0,2,1,0,1,0,0,77.4,1,2,0.333,0
115.97,15,0,3,4,0,1,1,0,49.2,2,6,2.354,0
93.79,11,0,2,2,0,0,0,0,25.9,1,3,3.511,0
160.34,0,1,10,10,0,7,0,1,115.5,6,7,1.607,1
24.68,9,0,3,1,0,1,0,0,64.3,1,1,0.405,0
83.52,5,1,6,4,1,1,0,1,68.9,3,2,7.253,0
31.24,16,0,0,1,0,0,0,0,229.3,2,2,0.883,0
35.20,9,0,5,1,0,0,0,0,87.4,1,1,0.522,0
158.91,16,0,4,3,0,1,0,1,10.0,1,3,19.638,0
11.25,18,0,0,0,0,1,1,0,14.7,1,2,0.308,0
29.30,15,0,2,2,0,0,0,0,54.6,2,1,0.401,0
51.71,13,0,0,1,0,0,0,0,16.9,1,1,0.645,0
4.98,9,0,7,7,0,0,0,0,17.2,1,2,0.653,0
18.99,14,0,0,0,0,0,0,0,14.8,1,3,0.681,0
4.00,13,0,3,1,0,0,0,0,34.7,1,2,0.652,0
70.75,11,0,1,2,0,0,0,0,6.7,1,1,3.280,0
38.27,9,0,1,2,0,0,0,0,72.6,1,1,6.221,0
28.22,19,0,1,2,0,0,0,0,81.6,1,3,0.095,0
51.13,13,0,2,1,0,1,0,0,102.4,1,2,4.332,0
28.45,13,0,2,1,0,0,0,0,122.9,1,2,1.375,0
22.62,13,0,3,1,0,0,0,0,2.5,1,1,0.615,0
23.77,10,0,2,2,2,0,0,0,119.1,1,1,0.573,0
4.56,18,0,4,5,0,0,0,0,215.0,1,1,0.865,0
10.68,19,0,1,1,0,0,0,0,2.7,3,3,0.821,0
22.39,11,0,2,1,0,1,0,0,60.9,1,1,0.073,0
23.51,12,0,2,1,0,0,0,0,2.8,3,2,0.756,0
23.94,18,0,4,4,0,0,0,0,38.9,1,1,1.594,0
33.27,10,0,2,1,0,0,0,0,5.0,1,3,0.476,0
39.88,19,0,1,1,0,0,0,0,10.6,1,2,0.038,0
14.18,16,0,1,1,0,0,1,0,89.8,1,3,0.896,0
9.26,19,0,3,3,0,1,0,0,11.5,1,1,0.377,0
15.27,15,0,3,2,0,3,0,0,808.8,3,1,0.071,0
11.33,12,0,2,2,0,0,0,0,19.2,1,1,0.963,0
2.07,16,0,4,1,0,0,0,0,0.4,2,1,0.983,0
278.78,19,0,3,5,0,4,1,0,281.5,4,2,5.875,0
36.24,9,0,2,1,0,2,0,0,50.8,1,1,4.393,0
48.40,9,0,1,3,0,1,0,0,75.0,1,4,0.931,0
52.58,9,0,3,1,0,0,0,0,55.7,1,2,0.447,0
8.27,15,0,1,1,0,0,0,0,22.2,1,1,0.836,0
55.64,11,0,2,1,0,0,0,0,3.0,1,1,0.041,0
24.04,11,0,2,1,0,0,0,0,42.9,1,3,0.321,0
35.56,10,0,3,2,0,0,0,0,22.2,1,1,0.969,0
11.55,17,0,2,3,0,0,0,0,51.2,3,1,0.452,0
41.48,9,0,1,4,0,0,1,0,154.4,2,4,7.214,0
60.19,20,0,2,2,0,0,0,0,177.2,2,1,0.463,0
44.03,8,0,0,2,0,0,0,0,129.6,3,2,0.318,0
8.68,11,0,1,3,0,0,0,0,58.4,1,1,0.819,0
21.23,8,0,0,2,0,1,0,1,68.0,1,1,0.872,0
8.90,9,0,3,1,0,1,0,0,71.1,3,1,0.935,0
21.95,15,0,1,1,0,0,0,0,2.8,1,1,0.909,0
6.44,11,0,0,0,0,1,0,0,46.1,2,1,0.542,0
34.99,14,0,2,2,0,0,0,0,25.9,1,1,1.271,0
31.59,21,0,2,2,0,0,0,0,22.2,1,1,7.248,0
26.39,15,0,5,1,1,0,0,0,18.6,1,2,0.331,0
103.91,9,0,3,2,0,0,0,0,32.0,1,1,1.680,0
12.51,9,0,1,6,0,0,0,0,30.1,1,1,0.341,0
80.92,14,0,0,1,0,0,0,0,20.2,1,3,3.323,0
149.18,22,0,6,7,1,2,1,0,47.4,4,2,1.906,0
15.05,15,0,2,1,0,0,0,0,26.9,1,1,0.843,0
91.80,11,0,2,1,0,1,0,0,66.4,1,2,11.662,0
16.21,13,0,1,1,0,1,0,0,3.2,1,3,0.626,0
147.88,21,0,8,5,2,2,1,0,1158.0,2,5,0.230,1
72.72,16,0,2,1,0,0,0,0,91.1,2,1,0.307,0
145.32,12,0,6,13,0,8,1,1,643.4,1,3,6.577,1
32.05,15,0,2,1,0,0,0,0,124.1,1,1,1.576,0
10.68,11,0,1,2,0,0,0,0,13.4,1,1,0.517,0
33.34,11,0,0,0,0,0,0,0,23.6,2,1,0.481,0
23.30,18,0,4,1,0,0,0,0,37.3,1,1,0.580,0
10.89,19,0,1,1,0,0,0,0,77.5,1,1,0.691,0
444.64,4,1,4,5,1,5,1,1,350.6,2,1,11.643,1
26.55,16,0,1,1,0,0,1,0,48.4,1,1,1.099,0
104.12,17,0,0,1,0,0,0,0,109.3,2,1,2.319,0
20.21,9,0,5,2,0,0,0,0,47.3,1,1,0.582,0
30.41,17,0,0,1,0,1,0,0,50.6,2,1,0.495,0
6.92,21,0,5,5,0,0,0,0,9.8,1,2,0.415,0
29.48,19,0,5,2,0,1,0,0,57.7,1,1,0.336,0
17.45,9,0,1,1,0,1,0,0,37.5,2,1,3.030,0
18.40,12,0,2,1,0,0,0,0,2.6,1,2,0.163,0
16.44,19,0,0,0,0,1,0,0,97.3,1,2,0.270,0
22.11,17,0,1,1,0,0,0,0,114.4,2,2,0.522,0
25.37,18,0,0,0,0,0,0,0,188.8,1,1,0.369,0
7.57,15,0,1,1,0,0,0,0,269.8,4,3,0.042,0
10.78,21,0,3,1,0,0,0,0,9.4,1,1,0.674,0
85.61,13,0,4,4,0,0,0,0,62.5,4,1,0.708,0
24.62,23,1,3,5,0,3,1,0,209.0,2,2,0.194,0
64.87,8,0,2,2,0,0,0,0,2.7,1,2,5.566,0
377.58,1,1,9,3,4,5,1,1,993.5,2,7,21.529,1
25.83,17,0,1,2,0,0,0,0,65.3,1,1,0.745,0
32.59,19,0,1,1,0,0,0,0,97.7,1,1,1.306,0
15.79,16,0,1,1,0,0,0,0,44.4,1,1,0.041,0
42.70,8,0,3,2,0,2,0,0,82.5,6,5,2.250,0
13.31,14,0,2,2,0,1,0,1,76.6,2,1,0.852,0
18.11,13,0,1,1,1,2,0,0,1.5,1,5,0.510,0
79.93,1,1,9,4,1,2,0,0,438.2,2,6,0.097,0
70.98,12,0,1,1,0,0,0,0,133.1,1,1,0.096,0
14.88,21,0,4,4,0,0,0,1,1.4,3,1,0.736,0
16.94,11,0,4,2,1,0,0,1,402.3,3,3,0.252,0
37.11,10,0,2,2,0,0,0,0,1.4,2,1,0.346,0
43.58,20,0,1,1,0,1,0,0,20.7,1,3,0.624,0
26.25,9,0,1,1,0,0,0,1,6.5,1,1,0.637,0
34.88,15,0,0,1,0,0,0,1,34.9,1,2,0.716,0
30.19,12,0,3,1,0,0,0,0,67.2,1,2,0.676,0
10.68,21,0,0,0,0,1,0,0,21.0,2,2,0.374,0
32.35,8,0,0,2,0,2,1,0,17.3,2,1,1.471,0
2.98,18,0,4,4,0,0,0,0,47.0,2,5,0.534,0
64.57,16,0,0,0,0,0,0,0,6.5,1,3,1.484,0
20.33,16,0,4,1,0,1,0,0,6.9,1,1,0.919,0
21.14,11,0,1,1,0,0,0,1,21.8,1,2,0.489,0
80.24,21,0,0,1,0,0,0,0,64.0,1,1,14.197,0
18.90,15,0,5,5,0,1,0,0,4.4,1,2,0.843,0
24.18,9,0,4,2,0,0,0,0,115.4,1,3,0.209,0
31.19,17,0,2,1,0,0,0,0,41.0,3,2,1.361,0
37.93,9,0,4,1,0,1,0,0,23.1,1,1,0.091,0
111.71,16,0,0,2,0,0,0,0,26.9,2,1,2.199,0
82.98,16,0,2,1,0,0,0,0,26.9,1,2,4.350,0
20.88,20,0,3,3,0,1,0,0,39.1,1,2,0.456,0
5.70,12,0,2,1,0,0,0,0,104.9,1,2,0.107,0
6.73,15,0,2,1,0,0,0,0,4.2,2,1,0.948,0
44.54,9,0,2,2,0,1,0,0,61.9,2,1,0.198,0
28.10,14,0,2,2,0,0,0,0,0.1,1,2,0.391,0
43.10,16,0,1,1,0,1,0,1,4.6,3,2,0.261,0
26.88,11,0,0,1,0,0,0,0,4.9,2,1,1.052,0
6.80,13,0,2,1,0,1,1,0,43.5,4,1,0.871,0
42.54,13,0,6,6,1,3,0,0,39.4,1,2,0.328,0
18.50,12,0,2,2,0,1,0,0,181.8,1,3,0.126,0
13.21,12,0,2,2,0,0,0,0,9.7,1,1,0.353,0
19.04,8,0,7,3,0,1,1,0,91.6,4,4,0.434,0
41.53,13,0,5,1,0,0,0,0,11.8,2,2,0.040,0
14.26,8,0,3,1,0,0,0,0,87.1,3,3,0.605,0
14.13,10,0,0,0,0,1,1,1,15.4,1,1,0.724,0
135.67,11,0,2,2,0,0,0,0,39.7,1,2,2.930,0
217.01,8,0,4,4,0,0,0,0,4.1,1,2,3.254,0
15.59,11,0,2,2,0,0,1,0,15.5,1,2,0.633,0
8.25,15,0,6,3,0,0,1,0,28.1,1,1,0.776,0
41.13,10,0,4,4,0,0,0,0,119.7,1,2,1.976,0
22.94,15,0,3,2,0,1,0,0,210.4,1,1,1.336,0
27.71,10,0,3,3,1,0,0,0,84.8,1,1,0.261,0
9.95,18,0,0,0,0,0,0,0,41.8,1,1,0.013,0
43.07,14,0,0,0,0,0,0,0,15.7,1,1,1.875,0
39.28,10,0,4,2,1,0,0,0,0.9,2,1,1.758,0
37.18,17,0,2,2,0,1,0,0,70.5,6,2,0.880,0
12.22,11,0,6,1,0,0,0,0,9.9,1,1,0.601,0
10.53,10,0,1,2,0,0,0,0,25.1,1,1,0.288,0
82.87,17,0,3,3,0,0,0,0,2.2,1,2,1.694,0
32.37,11,0,0,2,0,0,0,0,18.3,1,2,0.596,0
13.22,11,0,1,2,1,0,0,0,5.0,1,2,0.224,0
52.32,9,0,1,2,0,1,0,0,14.3,2,1,1.582,0
154.85,10,0,0,1,0,0,0,0,20.7,1,1,5.431,0
2.91,19,0,1,3,0,0,0,0,34.4,1,1,0.894,0
33.89,18,0,2,2,0,0,0,0,25.1,1,1,0.920,0
82.16,8,0,6,6,1,2,0,1,1189.0,2,3,3.000,0
270.98,9,0,4,5,0,0,1,0,39.4,4,3,12.563,0
80.61,16,0,0,0,0,0,0,1,14.9,2,1,2.837,0
87.46,16,0,0,0,0,0,0,0,48.0,1,2,11.675,0
37.34,16,0,0,0,0,0,0,0,43.4,2,1,0.256,0
23.49,11,0,1,1,0,2,0,0,56.3,1,1,0.167,0
10.25,10,0,1,1,0,0,0,0,119.2,2,1,0.438,0
5.68,13,0,0,1,0,1,0,0,12.2,4,1,0.274,0
19.11,11,0,0,0,0,0,0,0,8.0,1,1,1.569,0
14.41,18,0,1,1,0,1,0,0,76.7,2,3,0.342,0
8.26,13,0,4,1,0,0,1,0,3.9,1,3,0.517,0
13.70,16,0,4,4,0,0,0,0,78.6,3,3,0.895,0
18.93,21,0,0,1,0,0,0,0,2.0,1,1,0.026,0
25.95,21,0,2,2,0,0,0,0,145.4,1,2,0.015,0
42.58,9,0,4,1,0,0,0,0,3.3,1,1,2.548,0
663.84,22,0,8,6,0,0,0,0,149.9,1,4,13.844,0
37.32,10,0,3,1,0,0,0,0,80.6,1,2,0.262,0
14.40,12,0,1,1,0,1,0,0,17.2,1,4,0.068,0
111.69,5,1,5,1,1,1,1,1,361.0,3,4,0.264,0
17.84,20,0,1,1,0,1,0,0,71.7,2,3,0.882,0
46.95,10,0,3,3,0,0,0,0,86.3,2,4,0.407,0
61.46,17,0,1,1,0,0,0,0,0.8,2,4,0.248,0
9.39,9,0,1,1,0,1,0,0,24.6,1,2,0.722,0
131.25,12,0,6,6,0,1,0,0,32.3,2,3,1.789,0
18.05,19,0,1,3,0,0,0,0,36.3,1,1,0.562,0
5.11,14,0,2,2,0,1,0,0,76.9,1,1,0.841,0
6.39,11,0,3,2,0,0,0,0,24.3,1,3,0.705,0
269.89,4,1,10,6,1,3,0,1,1492.0,4,6,0.917,1
87.29,9,0,3,3,0,1,0,0,36.0,1,1,0.649,0
74.32,13,0,3,3,0,1,0,0,41.8,2,2,16.324,0
21.83,16,0,3,1,0,0,0,0,100.0,1,2,0.070,0
63.87,8,0,0,1,0,1,0,0,4.8,1,2,0.572,0
21.25,14,0,1,1,0,0,0,0,61.5,1,1,0.865,0
18.81,12,0,1,1,0,1,0,0,1.6,1,1,0.065,0
8.67,12,0,2,1,0,0,0,0,13.4,1,1,0.051,0
105.50,11,0,1,4,0,1,0,0,68.4,1,2,2.649,0
14.98,17,0,1,1,0,0,0,0,59.0,2,4,0.863,0
15.93,14,0,0,1,0,0,0,0,15.0,1,1,0.106,0
107.11,10,0,1,2,0,1,0,0,68.2,1,3,3.168,0
7.95,15,0,2,1,0,0,0,0,47.8,2,1,0.713,0
38.71,14,0,2,2,0,1,0,0,35.7,2,2,2.594,0
54.73,18,0,3,3,0,0,0,0,2.4,1,2,0.107,0
61.56,18,0,0,0,0,2,0,0,147.7,2,2,0.097,0
25.58,14,0,2,2,0,0,0,0,1.1,1,3,0.716,0
359.24,12,0,3,1,0,0,0,0,0.3,1,4,32.418,0
15.02,12,0,0,1,0,0,0,0,58.5,1,3,0.669,0
68.30,20,0,0,3,0,1,0,0,1.2,1,1,0.699,0
8.95,17,0,1,1,0,0,0,0,72.1,1,1,0.799,0
22.43,20,0,0,0,0,2,0,0,31.0,1,1,0.326,0
42.07,15,0,1,1,0,0,0,0,73.2,2,1,2.687,0
50.92,11,0,0,1,0,1,0,0,107.5,4,1,10.167,0
116.14,19,0,1,1,0,0,0,0,10.4,3,2,0.191,0
14.91,16,0,2,3,0,1,0,0,25.6,1,1,0.626,0
11.94,17,0,0,1,0,0,0,0,35.9,1,1,0.729,0
11.06,20,0,6,6,0,0,0,0,9.7,1,4,0.584,0
15.35,17,0,1,1,0,1,0,0,23.9,2,3,4.950,0
28.19,12,0,1,1,1,0,0,0,17.3,2,3,0.797,0
18.98,21,0,1,1,0,0,0,0,61.0,1,2,0.133,0
55.96,13,0,0,0,0,0,0,0,72.6,1,4,0.203,0
104.37,23,1,7,2,0,1,0,0,379.0,4,3,23.386,0
98.33,20,0,0,0,0,0,0,0,2.8,2,2,3.140,0
102.30,4,1,5,4,2,4,1,1,710.9,4,3,2.532,1
25.95,16,0,0,1,0,1,0,0,65.1,2,2,0.608,0
15.32,18,0,1,2,0,4,0,0,24.3,1,1,0.847,0
9.84,20,0,1,1,0,1,0,0,54.6,2,2,0.714,0
13.62,11,0,1,1,0,1,0,0,36.7,1,1,0.767,0
144.18,20,0,5,5,0,4,0,0,60.0,3,2,5.989,0
14.88,13,0,2,2,0,0,0,0,33.5,1,3,0.011,0
22.66,20,0,1,1,0,0,0,0,34.7,1,3,0.764,0
4.14,15,0,4,4,0,1,0,0,47.1,1,1,0.925,0
4.55,21,0,4,1,0,2,0,0,179.2,1,2,0.876,0
256.62,11,0,0,1,1,0,0,0,68.0,1,2,7.241,0
29.01,10,0,1,1,0,0,0,0,38.2,2,1,0.385,0
10.52,10,0,1,1,0,0,0,0,18.2,1,1,0.511,0
9.11,12,0,2,2,0,0,0,0,9.2,1,1,0.696,0
46.94,12,0,2,2,0,0,0,0,19.3,1,2,1.015,0
4.97,17,0,2,1,0,0,0,0,310.6,1,2,0.958,0
12.74,16,0,1,1,0,1,0,0,11.6,1,2,0.550,0
54.94,21,0,4,4,0,0,0,0,60.0,1,1,0.195,0
344.01,3,1,5,3,0,5,1,1,50.0,2,5,3.007,1
11.01,11,0,3,3,0,0,0,0,37.8,1,5,0.908,0
24.11,9,0,2,1,0,0,0,0,78.4,3,1,8.922,0
77.61,18,0,1,2,0,0,0,0,23.4,1,1,1.133,0
86.06,13,0,0,2,0,0,0,0,66.9,1,1,6.066,0
33.11,14,0,3,1,0,0,0,0,4.6,1,2,0.070,0
44.70,11,0,1,1,0,1,0,0,39.8,1,2,0.523,0
36.37,21,0,2,2,0,3,0,1,188.2,2,3,0.601,0
26.45,16,0,2,2,0,0,0,0,61.6,5,1,0.907,0
36.40,16,0,0,1,0,0,0,0,100.5,1,3,0.021,0
27.26,10,0,2,3,0,0,0,0,50.9,1,1,0.450,0
28.16,19,0,2,1,0,0,0,0,96.7,1,1,0.623,0
46.95,20,0,2,1,0,0,0,0,24.6,3,4,2.000,0
298.72,9,0,4,5,0,0,0,0,389.7,3,1,3.754,0
75.12,3,1,7,3,0,2,0,0,430.9,2,2,1.274,0
61.78,18,0,2,4,0,0,0,0,29.9,2,1,1.632,0
23.62,15,0,5,3,0,0,0,0,4.6,1,1,0.798,0
16.14,15,0,2,2,0,0,0,1,150.0,1,2,1.764,0
34.95,17,0,0,1,0,1,0,0,84.5,1,3,0.746,0
53.09,10,0,2,1,0,1,0,0,1.3,2,1,7.549,0
6.74,9,0,2,2,0,0,0,0,25.7,1,4,5.740,0
38.12,17,0,1,1,0,0,0,0,46.3,1,1,1.569,0
144.28,9,0,4,4,0,0,0,0,42.6,1,3,7.517,0
17.08,17,0,2,2,0,1,0,0,55.6,1,4,4.239,0
6.77,10,0,2,1,1,0,0,0,54.1,1,3,0.843,0
12.91,20,0,0,3,0,0,0,0,92.5,1,1,0.703,0
34.02,2,1,5,5,2,5,0,1,99.1,4,3,0.390,1
68.80,9,0,3,3,0,0,0,0,35.4,2,2,0.757,0
75.50,16,0,3,3,1,1,0,0,32.1,1,4,3.053,0
47.34,12,0,4,4,0,0,0,0,22.1,1,3,1.106,0
2.38,18,0,3,4,0,2,0,0,4.6,2,1,0.312,0
27.95,8,0,1,1,0,0,0,0,9.7,3,1,0.159,0
20.38,9,0,2,2,0,1,0,0,93.0,3,3,0.821,0
10.61,19,0,2,2,0,0,0,0,50.1,6,1,0.560,0
10.74,13,0,3,3,0,0,0,0,10.5,2,2,0.848,0
5.38,17,0,4,1,0,0,0,0,69.7,1,2,0.746,0
17.68,15,0,1,1,0,0,0,0,13.2,1,4,0.865,0
144.82,3,1,9,5,3,2,0,1,50.0,8,4,14.164,1
60.14,12,0,2,2,0,0,0,0,0.1,2,1,0.168,0
256.68,21,0,2,2,1,1,0,0,21.3,1,1,12.837,0
42.16,9,0,4,4,0,1,0,0,66.3,1,1,0.348,0
53.05,17,0,2,1,0,0,0,0,18.3,1,1,1.481,0
38.71,9,0,1,2,0,1,0,0,7.8,1,2,0.331,0
49.03,9,0,2,1,0,0,0,0,36.7,1,1,2.338,0
40.10,11,0,4,4,1,4,0,0,46.5,3,2,0.719,0
